artist,id,valence,acousticness,danceability,energy,instrumentalness,liveness,speechiness
Snow Patrol,1jhOb2lFPRXIY0XHrkXst6,0.697,0.183,0.656,0.597,0.000583,0.0825,0.0315
Snow Patrol,2Bilkdhlz7iNAHcNGUdrt2,0.504,0.299,0.737,0.709,0.0018,0.11,0.035
Snow Patrol,5NrAMkl6U4hSKZL1TgckoX,0.0915,0.000145,0.418,0.839,3.91e-06,0.254,0.0366
Snow Patrol,7bnMzXuXi20MSqMHXO6pT6,0.151,0.855,0.539,0.306,0.000154,0.354,0.0312
Snow Patrol,3kKw5qngANo6s4GcOHqAAG,0.141,0.0884,0.495,0.4,0.000539,0.164,0.0296
Snow Patrol,00SkBYB75eN5k0vexSE6oW,0.363,0.00674,0.513,0.851,0.115,0.122,0.034
Snow Patrol,3cGiV0iwFyVWPn82Lz37PH,0.218,0.0014,0.435,0.764,0,0.0695,0.046
Snow Patrol,5RM1b5ARD9VSYE0qnuEHmv,0.0697,0.0739,0.251,0.642,0.0356,0.114,0.0403
Snow Patrol,7qxXlblRDn2uYJkDMZPDGg,0.0776,0.000468,0.449,0.701,0.000449,0.2,0.0319
Snow Patrol,1HjeMi1EwfVaddHwpGjWMO,0.342,0.000664,0.567,0.72,1.77e-05,0.121,0.0241
Snow Patrol,6kC2MysEER7y6zgnTY5o80,0.334,0.00288,0.525,0.949,5.44e-06,0.117,0.0579
Snow Patrol,0tDSbkYMiJPljH6b4rmWye,0.697,0.183,0.656,0.597,0.000583,0.0825,0.0315
Snow Patrol,6ADNTGB0EWubtHDY8gfOaC,0.504,0.299,0.737,0.709,0.0018,0.11,0.035
Snow Patrol,1Aaghfmt8pGitW02qlzo4E,0.0915,0.000145,0.418,0.839,3.91e-06,0.254,0.0366
Snow Patrol,7rvvRerwZqUNSSGX7SEma4,0.151,0.855,0.539,0.306,0.000154,0.354,0.0312
Snow Patrol,0kJxuCRDtnVFAbgT8b2osx,0.141,0.0884,0.495,0.4,0.000539,0.164,0.0296
Snow Patrol,0h1DGF0VZcqPiPNbeWrFmP,0.363,0.00674,0.513,0.851,0.115,0.122,0.034
Snow Patrol,4Ed41Gt8tf09GjIjpMNucE,0.218,0.0014,0.435,0.764,0,0.0695,0.046
Snow Patrol,1rERCOiL17Ouhs8GdCB6bt,0.0697,0.0739,0.251,0.642,0.0356,0.114,0.0403
Snow Patrol,6C3EamwwMghD2eAFmWWOQP,0.501,5.48e-05,0.467,0.921,0.0566,0.176,0.045
Snow Patrol,6o4kJ4cLl89mMQRcnofhdE,0.546,0.000324,0.514,0.969,4.41e-06,0.122,0.051
Snow Patrol,3H8gLTG2PRVnaWS70vDvY2,0.144,0.199,0.56,0.595,6.47e-05,0.132,0.0274
Snow Patrol,22CfrHzWuW3ugDRhDTjpy7,0.829,0.151,0.693,0.738,0.000177,0.0987,0.0287
Snow Patrol,7yDg9k1DD42K2K8SazJcwp,0.475,0.000137,0.502,0.844,0.00484,0.0991,0.04
Snow Patrol,1qwgv2oZPZBbbOlRfaSovY,0.243,0.515,0.649,0.314,7.47e-06,0.0727,0.0275
Snow Patrol,7MZBmc22YAP8UmmPZk5psQ,0.0633,0.17,0.511,0.446,0.000133,0.105,0.0263
Snow Patrol,1mcqj9chmf0khcrxnm1V35,0.367,0.537,0.547,0.368,0,0.0955,0.0255
Snow Patrol,3idW8q2EaXAODErT84ysKl,0.714,1.92e-05,0.44,0.96,0.0205,0.172,0.0455
Snow Patrol,49Y87ccjx8hxVjhUalaLoS,0.0621,0.000722,0.526,0.785,0.00174,0.1,0.0305
Snow Patrol,1nLhPDhIIFFYwxLRh2BCc9,0.0384,0.774,0.172,0.243,0.000169,0.0981,0.0351
Snow Patrol,15GpItoQ3d58N0nosi5pk4,0.501,5.48e-05,0.467,0.921,0.0566,0.176,0.045
Snow Patrol,1hZtWACY71OORlOx1J7GwT,0.546,0.000324,0.514,0.969,4.41e-06,0.122,0.051
Snow Patrol,11Rni0JK2FbiFEVC1iHj3O,0.144,0.199,0.56,0.595,6.47e-05,0.132,0.0274
Snow Patrol,5TS2w2LQOcE9wCc0LveMSS,0.829,0.151,0.693,0.738,0.000177,0.0987,0.0287
Snow Patrol,1BVeGetoR516y26l8nO7PC,0.477,0.000137,0.503,0.844,0.00484,0.0982,0.0399
Snow Patrol,12Mtrok8R2TonmvezClqlG,0.243,0.515,0.649,0.314,7.47e-06,0.0727,0.0275
Snow Patrol,6bAbcPjGByVcH6seqnTLOz,0.0633,0.17,0.511,0.446,0.000133,0.105,0.0263
Snow Patrol,6UUUDSyCl2cXHa4GT7Zjkd,0.367,0.537,0.547,0.368,0,0.0955,0.0255
Snow Patrol,1lS8UjX96WV0KLpr0UzjBO,0.714,1.92e-05,0.44,0.96,0.0205,0.172,0.0455
Snow Patrol,45s6KD7U23bk5Wn2D0XTHN,0.0621,0.000722,0.526,0.785,0.00174,0.1,0.0305
Snow Patrol,6LOlyNiZAvpR4VFNyqJ2Ft,0.0384,0.774,0.172,0.243,0.000169,0.0981,0.0351
Snow Patrol,1D78k2HGhZxJ6do7JGKO4A,0.158,0.0672,0.56,0.616,2.95e-05,0.973,0.0247
Snow Patrol,1FhM26b2hIOztbfpbqTzVP,0.661,3.43e-05,0.485,0.926,0.00053,0.955,0.049
Snow Patrol,1afT1pEtAcjHgmgKgget7d,0.63,0.0365,0.749,0.842,8.24e-06,0.785,0.0385
Snow Patrol,3XSML6MqM4P6ObhmjDCw3q,0.456,6.38e-05,0.464,0.917,0.0767,0.143,0.0451
Snow Patrol,0o8ayK86opiGtfkgEC7mc6,0.549,0.000305,0.518,0.972,2.46e-06,0.14,0.0493
Snow Patrol,5GuZz08qie5efPtqsQFsdT,0.104,0.208,0.559,0.603,3.71e-05,0.105,0.0275
Snow Patrol,6FTj7PlOmF2g7lMfrQ3tPK,0.857,0.151,0.693,0.729,0.000104,0.0927,0.0293
Snow Patrol,4czf4GvbuW79J3TpRcY7eN,0.49,0.000121,0.501,0.851,0.0046,0.106,0.0399
Snow Patrol,7zkLcJktbodeRntovGdXQK,0.227,0.496,0.647,0.32,8.16e-06,0.0774,0.0278
Snow Patrol,0mz6da0OSzuyXBqjhH0SO4,0.0603,0.174,0.507,0.454,0.000162,0.107,0.0262
Snow Patrol,4uhQFwOqe5Vy84bjOB5Zob,0.344,0.545,0.33,0.379,0,0.0862,0.0304
Snow Patrol,0XRgz4ZGeaOdRvCd8yURit,0.729,2.11e-05,0.463,0.951,0.0209,0.252,0.0466
Snow Patrol,4ZrNz3LJyVcqCnTFFEdFC5,0.046,0.000817,0.522,0.8,0.00143,0.206,0.0307
Snow Patrol,1YNS7pZDgzPRKi6uVIyIei,0.039,0.729,0.161,0.246,5.83e-05,0.0926,0.0361
Snow Patrol,3Z9crf2RrUtfOsSJphz1kw,0.112,0.609,0.517,0.516,0.000692,0.0712,0.0349
Snow Patrol,5Sc3f01VMSlvbSDYGxQAd3,0.501,5.48e-05,0.467,0.921,0.0566,0.176,0.045
Snow Patrol,0ztSIQuJ9Bh2oV4uha87KU,0.546,0.000324,0.514,0.969,4.41e-06,0.122,0.051
Snow Patrol,5hnyJvgoWiQUYZttV4wXy6,0.144,0.199,0.56,0.595,6.47e-05,0.132,0.0274
Snow Patrol,36gFBZrhG5t6ow3NctrGXg,0.829,0.151,0.693,0.738,0.000177,0.0987,0.0287
Snow Patrol,3BcbKO63RpksY61GSvJcAq,0.477,0.000137,0.503,0.844,0.00484,0.0982,0.0399
Snow Patrol,3yS1MQc9acR6ru2h7KWGoB,0.243,0.515,0.649,0.314,7.47e-06,0.0727,0.0275
Snow Patrol,33Hgpos7EfwgEQOLrF8U30,0.0633,0.17,0.511,0.446,0.000133,0.105,0.0263
Snow Patrol,5g0afUZsh5hiXBOT3eXuwd,0.367,0.537,0.547,0.368,0,0.0955,0.0255
Snow Patrol,4fF8fOQSvMTovy5nUrfcYQ,0.714,1.92e-05,0.44,0.96,0.0205,0.172,0.0455
Snow Patrol,5HPj0yTUFEFNia8SWgjq46,0.0621,0.000722,0.526,0.785,0.00174,0.1,0.0305
Snow Patrol,5zlX0L3O8UC3N7L20djEFw,0.0384,0.774,0.172,0.243,0.000169,0.0981,0.0351
Snow Patrol,1d11uesg5NMhgM0P0rLTrB,0.645,0.0191,0.527,0.47,3.28e-05,0.309,0.0426
Snow Patrol,2zNjmjA0LOfrkPwF08mSNc,0.403,0.402,0.493,0.293,2.48e-06,0.32,0.513
Snow Patrol,4B6jQOgXj46foYC3sL1gzC,0.165,0.0602,0.499,0.315,1.06e-05,0.322,0.031
Snow Patrol,6ItAFeNTqaxT5dwqSEsk0T,0.49,0.0258,0.454,0.508,0.099,0.313,0.0328
Snow Patrol,1lnL0BnJS5BTSk97Qoopf0,0.642,0.0518,0.462,0.637,0.0592,0.369,0.049
Snow Patrol,5id6ZHb5KqqclnZbxgDuL5,0.363,0.0809,0.429,0.428,0.0217,0.324,0.0315
Snow Patrol,1hvbjexM5OaXuoKjQpM69y,0.621,0.00283,0.466,0.823,0.00734,0.222,0.0448
Snow Patrol,0QRxsyyr6FVY99ZUkaQSOt,0.422,0.271,0.585,0.632,0.0235,0.59,0.0272
Snow Patrol,2cAMcIVnAt4vyObDAwY10j,0.306,5.83e-05,0.474,0.928,0.0136,0.0849,0.0471
Snow Patrol,6a7CBWfp3zx6C6F6ik82C2,0.73,0.000856,0.61,0.861,0.0145,0.174,0.038
Snow Patrol,3bkwyfvvVjdBuqj58Y0YRp,0.367,0.000438,0.476,0.929,4.37e-05,0.0989,0.0559
Snow Patrol,7FnPuMFgc7YDuwQkGpttr2,0.563,0.00055,0.498,0.885,0.034,0.574,0.0291
Snow Patrol,3Kh58CfPsfIl8XkCEKWbNf,0.422,0.000542,0.575,0.813,0.0032,0.131,0.0318
Snow Patrol,6kesIBNAY17BoAz28pnWMC,0.197,0.000464,0.371,0.64,4.43e-05,0.168,0.0301
Snow Patrol,0RwZ0ZBJ7BOROv4JkewvKK,0.201,0.0585,0.525,0.366,0.00193,0.32,0.0295
Snow Patrol,2rzMe1vkNjDym6bp0hfuoU,0.452,0.0247,0.444,0.727,0.0131,0.0946,0.0287
Snow Patrol,2VNLhLJwQOWbKcgspoSxdv,0.295,0.00154,0.43,0.977,0.00178,0.0723,0.0616
Snow Patrol,0t5uvwOEsZ0kRM2R91Jrmk,0.322,0.032,0.527,0.633,0.0138,0.112,0.0294
Snow Patrol,1i5c5PXgKEBQbMTgaIQwqn,0.195,0.264,0.544,0.459,0.16,0.179,0.0264
Snow Patrol,5LW83jJeYf4KBhrsapXJVP,0.924,0.00464,0.723,0.707,0.905,0.096,0.0341
Snow Patrol,13lSYZ8ahXRV8koYgQx0fD,0.949,0.0118,0.666,0.788,0.606,0.106,0.0465
Snow Patrol,5ots4FQc5sMEj26MiSR8JL,0.352,0.00121,0.405,0.779,0.00176,0.052,0.0489
Snow Patrol,1rvexTRj13u75DnbffGtQP,0.184,5.14e-05,0.236,0.554,0.0139,0.261,0.0579
Snow Patrol,5uFvDd4EKtmBg2Dvcr3erU,0.417,0.00562,0.465,0.717,0.00952,0.0973,0.0359
Snow Patrol,6DZ5pmlMXdJHvMPJCFhvTv,0.0977,0.551,0.511,0.285,0.84,0.127,0.0325
Snow Patrol,6IiyPVOE6AKBoF9ekQpb9P,0.516,0.527,0.658,0.288,0.577,0.131,0.0386
Snow Patrol,58XE3WnLaLu2SbZ4ylX9B0,0.301,0.00592,0.469,0.703,0.857,0.155,0.0296
Snow Patrol,1lC4PKHOLl1TJN4SMd9ARs,0.717,0.000111,0.385,0.819,6.82e-05,0.326,0.0318
Snow Patrol,7DZDcmcyt6bfQKtYlixAWz,0.653,0.469,0.624,0.444,0.000381,0.0844,0.0285
Snow Patrol,7fzqRVYSDRWVqbPEOvDJZt,0.109,0.0121,0.375,0.489,0.066,0.101,0.0297
Snow Patrol,5YTK40fRQG419qGAHKEmf9,0.0346,0.00621,0.323,0.656,0.158,0.108,0.0358
Snow Patrol,4LdNlkuMk0X8BEoqHmYUBC,0.358,0.59,0.583,0.195,0.00358,0.156,0.0358
Snow Patrol,4PSjHZrE3jWekezTtbyKMU,0.0391,0.294,0.508,0.175,0.754,0.11,0.0284
Snow Patrol,1KcqxoDrvt0UfEFe1Xxbme,0.0382,0.373,0.402,0.253,0.899,0.581,0.0315
Snow Patrol,0UP1XSiCWC2nMxIyIlVVoV,0.488,0.00493,0.617,0.761,0.000633,0.308,0.0262
Snow Patrol,1OiI6hH9bZHgQRNkQuoMYy,0.924,0.00768,0.738,0.702,0.905,0.0957,0.0324
Snow Patrol,5RcBFNIAoTLtS8KV5xSVZg,0.929,0.0106,0.663,0.739,0.575,0.107,0.0433
Snow Patrol,6H1jkJH6XiazThJllz6hE5,0.374,0.00142,0.417,0.736,0.00173,0.0428,0.0531
Snow Patrol,07nc5co2fwv1UUN0nkE8VC,0.213,4.03e-05,0.323,0.662,0.0143,0.254,0.0584
Snow Patrol,3BwJfM9s9mYkgFnh2EDanI,0.458,0.00872,0.476,0.703,0.0329,0.165,0.0367
Snow Patrol,3akTTToI4qtbn3ljQomPW4,0.0837,0.556,0.518,0.248,0.9,0.133,0.0291
Snow Patrol,4SNm6oI7F23tP8rBKdfTbG,0.508,0.527,0.661,0.241,0.44,0.109,0.0387
Snow Patrol,3TtOsoiG6N7MGxumjFb0kF,0.334,0.0059,0.486,0.666,0.837,0.139,0.0304
Snow Patrol,2DB60Z0aifrs2QCRUhegsz,0.788,0.000413,0.401,0.768,8.96e-05,0.33,0.0306
Snow Patrol,3aAompnJqxmAOvyYP11otB,0.648,0.483,0.622,0.393,0.000121,0.0943,0.0288
Snow Patrol,3fyyo6TXYsLSha6MCWZi3r,0.125,0.014,0.386,0.453,0.0587,0.0921,0.0299
Snow Patrol,6ufG5pRrfqqYLHwCnGUwCt,0.034,0.00681,0.328,0.603,0.175,0.0952,0.0352
Snow Patrol,5GnWepUCFXDCwtezEPwjFp,0.304,0.65,0.372,0.155,0.00734,0.158,0.0427
Snow Patrol,2iffAh39viqFNyu4gPpDFt,0.0398,0.287,0.517,0.137,0.689,0.105,0.0297
Snow Patrol,0vohaniePQWFmoBrQOJ88K,0.458,0.0019,0.656,0.515,0.0632,0.143,0.0276
Snow Patrol,0k6bPXAiB5B1cNRbNeTfFv,0.688,0.969,0.319,0.347,0.888,0.15,0.149
Snow Patrol,3icMYgHj6y4oLHaVZGCu7Z,0.116,0.00873,0.527,0.695,0.829,0.116,0.0537
Snow Patrol,2LNOFB3fHYu24c7n7hc3sv,0.357,0.0373,0.38,0.176,0.588,0.101,0.0332
Snow Patrol,66kt7yyvmdgnnhg4kG4MDU,0.766,0.000215,0.296,0.874,0.301,0.12,0.0348
Snow Patrol,2ddNTJT4IpIESdAtR2jtb8,0.4,2.71e-05,0.409,0.885,2.97e-06,0.0249,0.0313
Snow Patrol,7mnOcE5u26svXhKEOg5GsN,0.355,0.00254,0.621,0.556,0.233,0.16,0.0288
Snow Patrol,0pqqRfep38VRTR65WiK0L2,0.219,0.0108,0.645,0.725,0.00025,0.4,0.0434
Snow Patrol,7Cbbf8IQpuYh0LdjH4z8DD,0.266,0.00021,0.462,0.789,0.0631,0.118,0.0382
Snow Patrol,1wVPYjF0yy4pGordl3bGfM,0.265,0.743,0.602,0.175,0.0187,0.169,0.0347
Snow Patrol,4haIi3Lxk1nFMEj4UM2VIl,0.527,0.0165,0.347,0.761,0.00502,0.0847,0.0312
Snow Patrol,2zJF57QCYyR5LzbsTbTRJg,0.4,0.000797,0.463,0.913,0.773,0.161,0.0631
Snow Patrol,6TBsPgEzcPdSjktmgrelto,0.686,6.42e-05,0.449,0.838,0.594,0.0793,0.0477
Snow Patrol,1sfI921cOH7r6HXGcJ7FnJ,0.391,0.804,0.564,0.363,0.783,0.111,0.0315
Snow Patrol,4KEcN0ZYDdAxTuNPMVBslA,0.436,0.053,0.547,0.642,0.814,0.108,0.0272
Snow Patrol,7HqgpWfv15qyLiYHFEzHBg,0.629,0.0053,0.595,0.302,0.16,0.121,0.032
Snow Patrol,4TH4kAuLuHjCrxnRKcw2t9,0.265,0.0604,0.533,0.84,0.65,0.306,0.0318
Snow Patrol,1UAcYEEqEN6sU5mAF5YUs3,0.274,0.0421,0.474,0.421,0.0293,0.127,0.0469
Snow Patrol,7FVvDtZcwH2nLZTEvlSslm,0.558,3.51e-06,0.371,0.784,0.929,0.177,0.0333
Snow Patrol,7r10MGURTDpuKD28uZLleG,0.278,0.506,0.3,0.232,0.473,0.103,0.0484
Snow Patrol,3b02EzAAxX5APZ08bOk8cL,0.474,0.817,0.508,0.473,0.358,0.104,0.027
Snow Patrol,5MsousYkYxcNvPkspzRVfg,0.312,6.23e-05,0.361,0.682,0.046,0.113,0.0436
Snow Patrol,4wuBXsvrvZnUfvdF8XPfVQ,0.166,0.128,0.594,0.147,0.0213,0.119,0.0464
Snow Patrol,4VBGZClcE18aMLir54hmZs,0.134,0.0124,0.528,0.447,0.0454,0.317,0.028
Snow Patrol,5NJDJRzNkTaG3YUMK5EK1E,0.859,0.00399,0.611,0.839,0.196,0.362,0.0363
Snow Patrol,4ZhSiyRamH0IUDHbHjOos0,0.129,0.0263,0.435,0.769,0.382,0.334,0.0667
Snow Patrol,0pPjagBVS3fv7Uejuc4TTg,0.243,0.773,0.695,0.167,0.846,0.113,0.0656
Nirvana,4TMhakloPMPS84lNHNTSa3,0.691,3.53e-05,0.489,0.918,7.64e-05,0.0908,0.0554
Nirvana,2hJ2EY0LekqGQOFoROEdCj,0.523,5.3e-05,0.443,0.868,3.87e-05,0.342,0.0607
Nirvana,1MsfdAHNRX2T1BWmkpj87C,0.406,0.000229,0.509,0.874,0.00638,0.0988,0.0396
Nirvana,5scxJnxEkTHdBUAt380WvS,0.251,4.91e-06,0.295,0.985,0.00172,0.146,0.0931
Nirvana,2kqtHm0tMQt3siFstCmZ7I,0.437,0.00166,0.679,0.706,0,0.0614,0.0375
Nirvana,7sRCNXJwpNnG2QHMbc3YDL,0.63,0.908,0.817,0.348,0.299,0.106,0.0589
Nirvana,2eMi5NrN8a5AAeo4xy87Hw,0.0595,0.00025,0.311,0.991,0,0.229,0.184
Nirvana,0WjXWg5siGyu2aNhs4ROK2,0.198,0.00017,0.343,0.94,0,0.0973,0.0651
Nirvana,5L9kgzrhy9IpgYEPD0624C,0.507,1.31e-05,0.338,0.971,3.01e-05,0.161,0.0943
Nirvana,0DSB5Os8yvk4lDUNTaO30D,0.264,1.07e-05,0.33,0.981,0.0784,0.0853,0.104
Nirvana,5h0zcBlyYnRxTUQQTyBnam,0.384,0.000151,0.471,0.943,1.71e-06,0.126,0.0781
Nirvana,112T8L9nCLAvHHJB3ZBA5U,0.0643,0.823,0.426,0.225,0.367,0.11,0.0291
Nirvana,28AkPv6nQBUteNyQoGGdY6,0.0783,0.000458,0.287,0.942,0.87,0.093,0.118
Nirvana,3qIAnO68WQiaLxEfawfnnd,0.0975,0.0145,0.36,0.977,0.000127,0.988,0.14
Nirvana,7HkXdW8WffQrm5D0IAo5Fs,0.188,0.000248,0.192,0.951,0.00118,0.604,0.0886
Nirvana,4iao33PbrEykyRNx9rKvo5,0.203,0.00127,0.119,0.984,0.0105,0.704,0.116
Nirvana,4lh42l6ktOfFS8kqtcrhgx,0.153,0.000185,0.295,0.891,0.0137,0.28,0.06
Nirvana,17fH3KnDKDMUgXv8bCjKqh,0.328,8.72e-05,0.281,0.947,0.00503,0.612,0.123
Nirvana,0HaepXQIZe2XBaCKr2UYxE,0.317,4.49e-06,0.354,0.979,0.00022,0.86,0.0698
Nirvana,4pRCcPYKa4wSao5lvYZimd,0.402,0.376,0.509,0.604,1.33e-05,0.96,0.0369
Nirvana,7nTaxmE2XSAnEBws8TqJUK,0.236,0.0106,0.367,0.955,0,0.703,0.0857
Nirvana,7JI7dDCaCG7ouhfSyI9LiP,0.148,0.00269,0.325,0.972,4.2e-06,0.664,0.133
Nirvana,2KsqO2tsrReptKBwqld59f,0.0813,0.000225,0.0887,0.973,0.00536,0.185,0.133
Nirvana,00gQ8lcd40uWSCO1ZPtRcn,0.188,0.000955,0.331,0.814,0.00669,0.299,0.0575
Nirvana,1LWAk9IZ7VJlc0b9A1htfV,0.459,3.7e-05,0.232,0.955,0.0204,0.841,0.0616
Nirvana,361b3OGWi9cQFRbCABVUtr,0.0588,3.3e-05,0.141,0.995,1.76e-05,0.849,0.097
Nirvana,5lRfANEu3xTnQjRDGXv8ib,0.494,1.71e-05,0.315,0.939,0.00686,0.885,0.0412
Nirvana,57CgYa6Wh6eYbeYRxUvqrI,0.185,8.74e-05,0.201,0.963,0.00177,0.731,0.218
Nirvana,6w3GLZbZNr5FXsVVSQCeUq,0.318,0.00118,0.204,0.969,0.00217,0.905,0.107
Nirvana,6DGOZvgF907eVtgZRkdvR5,0.0665,0.000741,0.142,0.955,0.0019,0.695,0.101
Nirvana,2m78hAUG5B33lTwEFujQ6e,0.119,0.00268,0.439,0.97,0.00329,0.638,0.105
Nirvana,0ElnREQEmnlJSRfBdXDzsS,0.0539,0.00559,0.233,0.977,0.0037,0.986,0.146
Nirvana,1SdKFdW0vnVay8eXmeARJY,0.0832,0.00423,0.175,0.991,0.00167,0.824,0.248
Nirvana,1ABNYkQnvAE5syi0M2Gj48,0.284,0.00311,0.351,0.973,0.00132,0.845,0.136
Nirvana,3zts81GqTTnlZVHzEYs2Ac,0.334,0.000752,0.414,0.97,0.00288,0.959,0.106
Nirvana,42OrukNBZF6zvMRWcw3SYF,0.251,0.0003,0.341,0.937,8.74e-06,0.46,0.0834
Nirvana,29uOfMXwBR4tkGe60e0EvR,0.331,0.148,0.49,0.627,0,0.802,0.0305
Nirvana,3lhWxEcGeUwhbh686WsDIz,0.48,0.0132,0.395,0.948,0,0.346,0.111
Nirvana,3qdQLrOrpjCU3931UsRz9s,0.128,0.000148,0.201,0.968,0.121,0.698,0.221
Nirvana,5wJG4ElbyZmBp0OXUNCboc,0.349,0.000224,0.404,0.914,0.00335,0.74,0.0625
Nirvana,2Rcl5BxDwE1JT8XdhafxYx,0.156,0.0155,0.361,0.882,0,0.489,0.119
Nirvana,0iyt4YTvGL3tZcV75A4Dit,0.0696,0.00967,0.146,0.953,0.114,0.963,0.0974
Nirvana,1RefZ0tZMeBH8OIP2HMiZp,0.0865,0.00011,0.211,0.914,0.184,0.708,0.0486
Nirvana,3GWgAWmFLVv6rSDodEfwLM,0.349,0.000337,0.397,0.908,0.000733,0.949,0.0436
Nirvana,1r1f5eAiT4ZJzSJmnaGmHw,0.317,1.96e-05,0.129,0.952,0.00634,0.862,0.0865
Nirvana,2iYawSUjthKEIAIno1msO6,0.479,0.000362,0.305,0.957,1.83e-05,0.742,0.11
Nirvana,2wmhobEdVYP23nPBQEibDe,0.513,4.22e-05,0.375,0.917,0.000198,0.772,0.0437
Nirvana,1Tnrs8QPuGHNgC2RWQNwLg,0.379,0.00014,0.346,0.867,0.00549,0.95,0.0366
Nirvana,4JVdRj9g5R7JTJ6mLI0i14,0.232,0.00897,0.307,0.832,7.18e-06,0.982,0.0718
Nirvana,04u7x91jcsNG0xmKDCQnw3,0.38,1.7e-05,0.177,0.964,0.465,0.411,0.0685
Nirvana,6PEQCw5UdjZDpsOxVV8AuG,0.633,0.14,0.61,0.763,1.98e-05,0.728,0.0723
Nirvana,5xtcEBywA93LmFDUMcV9pV,0.582,0.564,0.684,0.767,0.00254,0.0869,0.0416
Nirvana,0CAJJegSsYmmYRZ85N5ror,0.267,0.0724,0.501,0.635,1.94e-06,0.267,0.0768
Nirvana,2BfEmIGA7VB0QJywPC1uF9,0.418,0.423,0.488,0.761,0.000151,0.299,0.0811
Nirvana,4bqaKOLWXyGtnAilhJXoG3,0.0396,0.333,0.518,0.469,1.15e-06,0.107,0.0328
Nirvana,45tjEzAKhyVlTLu3rxNri1,0.671,0.546,0.69,0.552,0.000431,0.854,0.0374
Nirvana,0tEEyOZs7JeZalOe2Sqca2,0.401,0.711,0.62,0.385,4.66e-05,0.902,0.0376
Nirvana,34yTMsqLcbMEEADsKveKs8,0.642,0.43,0.704,0.788,0,0.404,0.0412
Nirvana,2wV82TbFpKYylPyRrkfQEJ,0.0873,0.658,0.549,0.331,0.000178,0.115,0.0445
Nirvana,5FpXa6zG1Hf76eFZnfF2oC,0.317,0.511,0.44,0.496,2.02e-05,0.552,0.115
Nirvana,66GNYs4KbocbHeahC4SvAP,0.243,0.716,0.544,0.522,0.0291,0.157,0.0809
Nirvana,02yPtz2noIsE3x6rD422Gu,0.629,0.291,0.66,0.622,3.66e-05,0.366,0.196
Nirvana,7jUGnWFIof2BzVpPVi4mBK,0.383,0.533,0.622,0.604,1.93e-05,0.121,0.0659
Nirvana,5M1CMZk3IExKHH4Pz7WjtI,0.347,0.635,0.456,0.573,0.000517,0.706,0.0591
Nirvana,1G8Q07uTthG3VF4iCOIKR5,0.561,0.461,0.622,0.487,0.000202,0.322,0.038
Nirvana,3m6r7pM9CDEWT2dyFbuhNc,0.501,0.73,0.611,0.26,0.000162,0.312,0.0524
Nirvana,6qlICXkT7BNm9on60KbBTQ,0.195,0.248,0.523,0.274,0.000688,0.172,0.0714
Nirvana,0oRxS5Hfo2cAfU2mlHYE8o,0.113,0.264,0.545,0.287,0.000155,0.0702,0.0333
Nirvana,62nUU00mMeW7NsFcAzI17p,0.543,0.419,0.55,0.629,0.000551,0.128,0.0362
Nirvana,0YsDqHWbLScrzFAvmSGyOd,0.0631,9.19e-06,0.123,0.988,0.199,0.874,0.207
Nirvana,2iWFFQdRV4YOlJwEMK4ukY,0.152,1.72e-05,0.272,0.958,0.363,0.418,0.082
Nirvana,3jhXPqmG7XXebz1ZjecpDF,0.149,1.78e-06,0.167,0.955,0.441,0.883,0.128
Nirvana,6mrYsSzOI4nDnTcIXGhXTG,0.208,4.52e-06,0.269,0.951,0.672,0.782,0.078
Nirvana,0zk5N2l5c8YracLr5Zg0qk,0.333,0.000643,0.255,0.918,0.242,0.937,0.0696
Nirvana,3LNvv5DoUSINrYioh5uq0G,0.369,5.37e-05,0.363,0.952,0.0182,0.11,0.0941
Nirvana,3TZeISSt8QpEhcip2OUvS3,0.109,0.000112,0.277,0.869,0.215,0.694,0.0764
Nirvana,4FmXp4wBQRtuq2z9T4MSA7,0.0989,3.05e-06,0.351,0.869,0.874,0.308,0.0631
Nirvana,7MjPAdHoRmRoiTKi1PXyMk,0.139,0.00884,0.341,0.695,0.0928,0.738,0.037
Nirvana,5GgfA1Cel00rtzU2mNCuaL,0.254,0.000292,0.371,0.801,0.0394,0.346,0.0376
Nirvana,48QQppNx4bQOaBwEEICLAX,0.142,1.16e-05,0.25,0.91,0.766,0.527,0.0827
Nirvana,5cPhYSJvkI0xmDQjePm5UP,0.381,0.000181,0.24,0.835,0.0129,0.837,0.0414
Nirvana,6COizTy2dzSJXdijcQA3G5,0.348,6.56e-05,0.187,0.911,0.495,0.353,0.0776
Nirvana,38IJPc1rTcdnOtI2xkm7nm,0.29,0.000113,0.412,0.786,0.0622,0.818,0.043
Nirvana,7GpCwyGYirr5kBbcTajOil,0.321,0.000549,0.392,0.755,0.00132,0.682,0.0437
Nirvana,0IaIDa2e92mtfTuZLr5d4q,0.294,1.08e-05,0.441,0.864,0.00174,0.415,0.0449
Nirvana,2K5qh81GfqhIuo4eNJR1WP,0.177,7.55e-05,0.219,0.873,0.854,0.428,0.104
Nirvana,5KptEHpe6YRHATwyH8mHcB,0.275,0.000336,0.368,0.903,0.0184,0.693,0.0445
Nirvana,7vXQS8EY7gttzdraIKnEwq,0.14,0.000599,0.259,0.96,0.215,0.77,0.088
Nirvana,0pcO81u3T3k2fe3cusLwtC,0.509,0.00146,0.456,0.896,0.0013,0.618,0.0632
